Monday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI1113/S1 - Autumn/30,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,9:00,10:30,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"9, 12"
BUSI1113/S1 - Autumn/06,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,9:00,10:30,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Cass Lai,"9, 12"
BUSI1113/S1 - Autumn/03,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,9:00,10:30,1:30,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Andrew Edwards,"9, 12"
BUSI3119/L1/01,"Advanced Calculus for Business, Economics and Finance",Lecture,409,Monday,9:00,11:00,2:00,Auditorium+,Auditorium,514,Qingfeng Wang,"2, 4-10"
BUSI1113/S1 - Autumn/31,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,9:00,10:30,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"7, 10"
BUSI1113/S1 - Autumn/07,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,9:00,10:30,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Cass Lai,"7, 10"
BUSI3189/S1/04,Business Ethics and Sustainability,Seminar,20,Monday,10:30,12:00,1:30,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Rajan Gaikwad,"5, 8, 11"
BUSI3189/S1/05,Business Ethics and Sustainability,Seminar,20,Monday,10:30,12:00,1:30,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Rajan Gaikwad,"6, 9, 12"
BUSI1113/S1 - Autumn/19,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Cass Lai,"7, 10"
BUSI1113/S1 - Autumn/04,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,TB-403+,Teaching Building Seminar Room 403 - Level 4,30,Andrew Edwards,"7, 10"
BUSI3189/S1/06,Business Ethics and Sustainability,Seminar,20,Monday,10:30,12:00,1:30,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Rajan Gaikwad,"7, 10, 13"
BUSI1113/S1 - Autumn/20,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Ching Chau,"8, 11"
BUSI1113/S1 - Autumn/08,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Cass Lai,"8, 11"
BUSI1113/S1 - Autumn/21,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"9, 12"
BUSI1113/S1 - Autumn/09,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,10:30,12:00,1:30,TB-404+,Teaching Building Seminar Room 404 - Level 4,30,Cass Lai,"9, 12"
BUSI2105/L1/01,Quantitative Methods 2A,Lecture,449,Monday,11:00,12:00,1:00,Auditorium+,Auditorium,514,Jiarui Zhang,"2, 4-13"
BUSI3190/S1/15,Financial Markets: Theory & Computation,Seminar,20,Monday,11:00,12:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Liu Liu,"8, 11, 14"
BUSI1112/S1 - Autumn/01,Business Law,Seminar,21,Monday,11:00,12:00,1:00,TB-120+,Teaching Building Seminar Room 120 - Level 1,30,Ernest Southworth,11月14日
BUSI3191/L1/01,Advanced Corporate Reporting and Analysis,Lecture,251,Monday,11:00,12:30,1:30,TB-329+,Teaching Building Tiered Lectue Theatre 329 - Level 3,276,Huimin Song,"2, 4-12"
BUSI4389/S1/01,"Data at Scale: Management, Processing and Visualization",Lecture,35,Monday,11:00,13:00,2:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,"Zhao Cai,Teng Ma","2, 4-13"
BUSI4359/L1/01,Accounting Analytics,Lecture,21,Monday,11:00,13:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,"Juergen Seufert,Shuai Yuan,Yingfa Lu",4月13日
BUSI1074/S1/17,Quantitative Methods 1b,Seminar,20,Monday,11:00,12:00,1:00,DB-A01+,The Lord Dearing Building - Teaching Room A01,30,Tingting Ying,"6, 8, 10, 12"
BUSI3193/S1/01,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,11:00,12:00,1:00,TB-402+,Teaching Building Seminar Room 402 - Level 4,30,"Jose Sanchez-Fung,Bruno Deschamps","6, 8, 10, 12"
BUSI3193/S1/13,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,11:00,12:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Mei Liu,"6, 8, 10, 12"
BUSI3190/S1/16,Financial Markets: Theory & Computation,Seminar,20,Monday,11:00,12:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Liu Liu,"6, 9, 12"
BUSI3193/S1/06,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,11:00,12:00,1:00,TB-402+,Teaching Building Seminar Room 402 - Level 4,30,"Jose Sanchez-Fung,Bruno Deschamps","7, 9, 11, 13"
BUSI3193/S1/12,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,11:00,12:00,1:00,PB-219+,Portland Building-Seminar Room 219 - Level 2,20,Mei Liu,"7, 9, 11, 13"
BUSI3190/S1/14,Financial Markets: Theory & Computation,Seminar,20,Monday,11:00,12:00,1:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Liu Liu,"7, 10, 13"
BUSI4586/L1/01,Principles of Banking,Lecture,50,Monday,11:00,13:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Kent Matthews,"2, 4-7"
BUSI3122/L1/01,Introduction to Data Science: Big Data Analytics in Business,Lecture,161,Monday,12:30,14:00,1:30,TB-329+,Teaching Building Tiered Lectue Theatre 329 - Level 3,276,Joseph Yu,"2, 4-14"
BUSI1074/S1/20,Quantitative Methods 1b,Seminar,20,Monday,13:00,14:00,1:00,DB-C07+,The Lord Dearing Building - Teaching Room C07,20,Tingting Ying,"6, 8, 10, 12"
BUSI3190/S1/19,Financial Markets: Theory & Computation,Seminar,20,Monday,13:00,14:00,1:00,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Liu Liu,"6, 9, 12"
BUSI3190/S1/18,Financial Markets: Theory & Computation,Seminar,20,Monday,13:00,14:00,1:00,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Liu Liu,"8, 11, 14"
BUSI2112/S1/01,Management Strategy,Seminar,20,Monday,13:00,14:30,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,"Steven Zhou,Michael Mooney","7, 9"
BUSI1113/S1 - Autumn/25,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,13:00,14:30,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Ching Chau,"7, 10"
BUSI2112/S1/02,Management Strategy,Seminar,20,Monday,13:00,14:30,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,"Steven Zhou,Michael Mooney","8, 10"
BUSI1113/S1 - Autumn/27,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,13:00,14:30,1:30,PB-205+,Portland Building-Seminar Room 205 - Level 2,20,Ching Chau,"9, 12"
BUSI1088/S1/20,Work and Society,Seminar,20,Monday,13:00,14:30,1:30,TB-228+,Teaching Building Seminar Room 228 - Level 2,30,Rajan Gaikwad,"10, 12, 14"
BUSI1088/S1/12,Work and Society,Seminar,20,Monday,13:00,14:30,1:30,DB-B01+,The Lord Dearing Building- Teaching Room B01,40,Pingping Fu,"10, 12, 14"
BUSI4546/L2/01,Launching New Ventures,Lecture,48,Monday,13:00,15:00,2:00,TB-405+,Teaching Building Seminar Room 405 - Level 4,64,Fei Zhu,"2, 4-13"
BUSI3190/S1/17,Financial Markets: Theory & Computation,Seminar,20,Monday,13:00,14:00,1:00,TB-413+,Teaching Building Seminar Room 413 - Level 4,20,Liu Liu,"7, 10, 13"
BUSI2178/L1/01,Marketing Management,Lecture,200,Monday,13:00,14:30,1:30,Auditorium+,Auditorium,514,"Martin Liu,Sathyaprakash Balaji Makam","2, 4-13"
BUSI1088/S1/19,Work and Society,Seminar,20,Monday,13:00,14:30,1:30,TB-228+,Teaching Building Seminar Room 228 - Level 2,30,Rajan Gaikwad,"9, 11, 13"
BUSI1087/L1/01,Quantitative Analysis for Business,Lecture,24,Monday,14:00,16:00,2:00,TB-109+,Teaching Building Seminar Room 109 - Level 1,40,Zhixian Yu,"2, 4-12"
BUSI4361/L1/01,Tax Compliance,Lecture,21,Monday,14:00,16:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Yuqian Zhang,Alvin Cheng","2, 4-12"
BUSI4379/L1/01,Consumer Behaviour and Analytics,Lecture,40,Monday,14:00,16:00,2:00,TB-119+,Teaching Building Seminar Room 119 - Level 1,41,Chee Wei Phang,"2, 4-9, 11-13"
BUSI4535/L2/01,Capital Market Analysis,Lecture,172,Monday,14:00,16:00,2:00,PB-329+,Portland Building-Lecture Room 329 - Level 3,276,Xiaogang Bi,"2, 4-13"
BUSI3115/L1/01,Logistics and Supply Chain Management,Lecture,68,Monday,14:00,16:00,2:00,TB-226+,Teaching Building Lecture Hall 226 - Level 2,108,Zhen Tan,"2, 4-12, 14"
BUSI4365/L2/01,Financial Accounting and Reporting,Lecture,24,Monday,14:00,16:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Juergen Seufert,4月13日
BUSI4523/L1/01,Cross-cultural Management,Lecture,108,Monday,14:00,16:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Peter Li,Fifi Wang,Peter Morgan",4月14日
BUSI2111/S1/03,Accounting Information Systems,Seminar,20,Monday,14:00,16:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Dimple Thadani,6
BUSI2111/S1/04,Accounting Information Systems,Seminar,20,Monday,14:00,16:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Dimple Thadani,7
BUSI2111/C1/03,Accounting Information Systems,Computing,20,Monday,14:00,16:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"8, 10, 12"
BUSI2111/C1/04,Accounting Information Systems,Computing,20,Monday,14:00,16:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"9, 11, 13"
BUSI3191/S1/10,Advanced Corporate Reporting and Analysis,Seminar,20,Monday,14:00,16:00,2:00,TB-111+,Teaching Building Seminar Room 111 - Level 1,20,Keying Zhu,"9, 13"
BUSI1067/L1/01,Computers in Business,Lecture,514,Monday,14:30,16:00,1:30,Auditorium+,Auditorium,514,"David Edwards,Fui Theng Leow","2, 4-11"
BUSI3195/L1/01,Globalisation and Innovation in China,Lecture,13,Monday,14:30,16:00,1:30,TB-105+,Teaching Building Seminar Room 105- Level 1,42,Cong Cao,"2, 4, 6-14"
BUSI2112/S1/03,Management Strategy,Seminar,20,Monday,14:30,16:00,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,"Steven Zhou,Michael Mooney","7, 9"
BUSI1113/S1 - Autumn/22,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,14:30,16:00,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"7, 10"
BUSI2112/S1/04,Management Strategy,Seminar,20,Monday,14:30,16:00,1:30,TB-401+,Teaching Building Seminar Room 401 - Level 4,30,"Steven Zhou,Michael Mooney","8, 10"
BUSI1113/S1 - Autumn/26,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,14:30,16:00,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"8, 11"
BUSI1113/S1 - Autumn/33,Fundamentals of Financial & Management Accounting,Seminar,19,Monday,14:30,16:00,1:30,PB-220+,Portland Building-Seminar Room 220 - Level 2,20,Ching Chau,"9, 12"
BUSI4586/S1/01,Principles of Banking,Seminar,25,Monday,16:00,17:00,1:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Kent Matthews,"2, 4-7, 14"
BUSI3190/S1/09,Financial Markets: Theory & Computation,Seminar,20,Monday,16:00,17:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"8, 11, 14"
BUSI1122/L1/01,Introduction to Accounting,Lecture,75,Monday,16:00,17:30,1:30,IAMET- 121+,IAMET- 121+,99,Cass Lai,"2, 4-13"
BUSI1088/S1/08,Work and Society,Seminar,20,Monday,16:00,17:30,1:30,PB-204+,Portland Building-Seminar Room 204 - Level 2,20,Pingping Fu,"10, 12, 14"
BUSI1088/S1/18,Work and Society,Seminar,20,Monday,16:00,17:30,1:30,PB-307+,Portland Building-Seminar Room 307 - Level 3,22,Peter Lamb,"10, 12, 14"
BUSI1112/S1 - Autumn/05,Business Law,Seminar,20,Monday,16:00,17:00,1:00,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,Ernest Southworth,11月14日
BUSI1117/L1/01,Introduction to Economics,Lecture,276,Monday,16:00,18:00,2:00,TB-329+,Teaching Building Tiered Lectue Theatre 329 - Level 3,276,"Yingying Shi,James Farrell","2, 4-12"
BUSI4539/L1/01,Strategic management: Analysis and applications,Lecture,40,Monday,16:00,18:00,2:00,PB-312+,Portland Building-Seminar Room 312 - Level 3,48,Lucas Wang,"2, 4-13"
BUSI4359/L2/01,Accounting Analytics,Lecture,21,Monday,16:00,18:00,2:00,PB-112+,Portland Building-Seminar Room 112 - Level 1 (Original name: Student Services Building),24,"Juergen Seufert,Shuai Yuan,Yingfa Lu",4月13日
BUSI3122/S1/01,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Monday,16:00,17:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"5, 7, 9"
BUSI3122/S1/02,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Monday,16:00,17:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"6, 8, 10"
BUSI3193/S1/03,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,16:00,17:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,"Jose Sanchez-Fung,Bruno Deschamps","6, 8, 10, 12"
BUSI3193/S1/09,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,16:00,17:00,1:00,PB-410+,Portland Building-Seminar Room 410 - Level 4,20,Mei Liu,"6, 8, 10, 12"
BUSI1074/S1/14,Quantitative Methods 1b,Seminar,20,Monday,16:00,17:00,1:00,PB-214+,Portland Building-Seminar Room 214 - Level 2,20,Tingting Ying,"6, 8, 10, 12"
BUSI3190/S1/13,Financial Markets: Theory & Computation,Seminar,20,Monday,16:00,17:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"6, 9, 12"
BUSI3193/S1/04,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,16:00,17:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,"Jose Sanchez-Fung,Bruno Deschamps","7, 9, 11, 13"
BUSI3193/S1/08,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,16:00,17:00,1:00,PB-410+,Portland Building-Seminar Room 410 - Level 4,20,Mei Liu,"7, 9, 11, 13"
BUSI3190/S1/05,Financial Markets: Theory & Computation,Seminar,20,Monday,16:00,17:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"7, 10, 13"
BUSI3189/S1/07,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,TB-210+,Teaching Building Seminar Room 210 - Level 1,20,Rajan Gaikwad,"5, 8, 11"
BUSI3189/S1/13,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Luis Torres,"5, 8, 11"
BUSI1085/S1/01,Managing Operations in the Digital Enterprise,Seminar,18,Monday,16:00,17:30,1:30,TB-318+,Teaching Building Seminar Room 318 - Level 3,20,"Murtaza Faruquee,Chandra Ade Irawan","5, 7, 9, 11"
BUSI2178/S1/01,Marketing Management,Seminar,20,Monday,16:00,17:30,1:30,TB-321+,Teaching Building Seminar Room 321 - Level 3,20,Russa Yuan,"6, 9"
BUSI2178/S1/07,Marketing Management,Seminar,20,Monday,16:00,17:30,1:30,TB-324+,Teaching Building Seminar Room 324 - Level 3,20,Zi Wang,"6, 9"
BUSI3189/S1/08,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,TB-210+,Teaching Building Seminar Room 210 - Level 1,20,Rajan Gaikwad,"6, 9, 12"
BUSI3189/S1/14,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Luis Torres,"6, 9, 12"
BUSI1085/S1/02,Managing Operations in the Digital Enterprise,Seminar,18,Monday,16:00,17:30,1:30,TB-318+,Teaching Building Seminar Room 318 - Level 3,20,"Murtaza Faruquee,Chandra Ade Irawan","6, 8, 10, 12"
BUSI2178/S1/02,Marketing Management,Seminar,20,Monday,16:00,17:30,1:30,TB-321+,Teaching Building Seminar Room 321 - Level 3,20,Russa Yuan,"7, 10"
BUSI2178/S1/06,Marketing Management,Seminar,20,Monday,16:00,17:30,1:30,TB-324+,Teaching Building Seminar Room 324 - Level 3,20,Zi Wang,"7, 10"
BUSI3189/S1/15,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,PB-308+,Portland Building-Seminar Room 308 - Level 3,20,Luis Torres,"7, 10, 13"
BUSI3189/S1/09,Business Ethics and Sustainability,Seminar,20,Monday,16:00,17:30,1:30,TB-210+,Teaching Building Seminar Room 210 - Level 1,20,Rajan Gaikwad,"7, 10, 13"
BUSI1088/S1/09,Work and Society,Seminar,20,Monday,16:00,17:30,1:30,PB-204+,Portland Building-Seminar Room 204 - Level 2,20,Pingping Fu,"9, 11, 13"
BUSI1088/S1/17,Work and Society,Seminar,20,Monday,16:00,17:30,1:30,PB-307+,Portland Building-Seminar Room 307 - Level 3,22,Peter Lamb,"9, 11, 13"
BUSI2111/S1/01,Accounting Information Systems,Seminar,20,Monday,16:00,18:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Dimple Thadani,6
BUSI2111/S1/02,Accounting Information Systems,Seminar,20,Monday,16:00,18:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Dimple Thadani,7
BUSI2111/C1/01,Accounting Information Systems,Computing,20,Monday,16:00,18:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"8, 10, 12"
BUSI3191/S1/01,Advanced Corporate Reporting and Analysis,Seminar,20,Monday,16:00,18:00,2:00,TB-209+,Teaching Building Seminar Room 209 - Level 1,20,Keying Zhu,"8, 12"
BUSI2111/C1/02,Accounting Information Systems,Computing,20,Monday,16:00,18:00,2:00,PB-415(COMP)+,Portland Building-Computer Lab 415 - Level 4,36,Dimple Thadani,"9, 11, 13"
BUSI3191/S1/02,Advanced Corporate Reporting and Analysis,Seminar,20,Monday,16:00,18:00,2:00,TB-209+,Teaching Building Seminar Room 209 - Level 1,20,Keying Zhu,"9, 13"
BUSI2128/S1/01,Analysing organisations,Seminar,16,Monday,16:00,18:00,2:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,Shih-Wei Hsu,"9, 13"
BUSI2112/S1/11,Management Strategy,Seminar,20,Monday,16:30,18:00,1:30,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,"Steven Zhou,Michael Mooney","7, 9"
BUSI2112/S1/12,Management Strategy,Seminar,20,Monday,16:30,18:00,1:30,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,"Steven Zhou,Michael Mooney","8, 10"
BUSI1088/S1/13,Work and Society,Seminar,20,Monday,16:30,18:00,1:30,PB-407+,Portland Building-Seminar Room 407 - Level 4,22,Peter Morgan,"9, 11, 13"
BUSI1088/S1/14,Work and Society,Seminar,20,Monday,16:30,18:00,1:30,PB-407+,Portland Building-Seminar Room 407 - Level 4,22,Peter Morgan,"10, 12, 14"
BUSI3195/S1/01,Globalisation and Innovation in China,Seminar,13,Monday,16:30,18:00,1:30,TB-105+,Teaching Building Seminar Room 105- Level 1,42,Cong Cao,11
BUSI4586/S1/02,Principles of Banking,Seminar,25,Monday,17:00,18:00,1:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Kent Matthews,"2, 4-7, 14"
BUSI1067/C1/13,Computers in Business,Computing,19,Monday,17:00,18:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"5, 7, 9"
BUSI3122/S1/03,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Monday,17:00,18:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"5, 7, 9"
BUSI1067/C1/14,Computers in Business,Computing,19,Monday,17:00,18:00,1:00,PB-418(COMP)+,Portland Building-Computer Lab 418 - Level 4,35,David Edwards,"6, 8, 10"
BUSI3122/S1/04,Introduction to Data Science: Big Data Analytics in Business,Seminar,20,Monday,17:00,18:00,1:00,PB-413(COMP)+,Portland Building-Computer Lab 413 - Level 4,24,Zhengzhi Guan,"6, 8, 10"
BUSI1074/S1/11,Quantitative Methods 1b,Seminar,20,Monday,17:00,18:00,1:00,PB-214+,Portland Building-Seminar Room 214 - Level 2,20,Tingting Ying,"6, 8, 10, 12"
BUSI3193/S1/05,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,17:00,18:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,"Jose Sanchez-Fung,Bruno Deschamps","6, 8, 10, 12"
BUSI3193/S1/11,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,17:00,18:00,1:00,PB-410+,Portland Building-Seminar Room 410 - Level 4,20,Mei Liu,"6, 8, 10, 12"
BUSI3190/S1/07,Financial Markets: Theory & Computation,Seminar,20,Monday,17:00,18:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"6, 9, 12"
BUSI3193/S1/02,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,17:00,18:00,1:00,PB-213+,Portland Building-Seminar Room 213 - Level 2,22,"Jose Sanchez-Fung,Bruno Deschamps","7, 9, 11, 13"
BUSI3193/S1/10,Industrial Economics III: Market Structure and Competition Policy,Seminar,20,Monday,17:00,18:00,1:00,PB-410+,Portland Building-Seminar Room 410 - Level 4,20,Mei Liu,"7, 9, 11, 13"
BUSI3190/S1/08,Financial Markets: Theory & Computation,Seminar,20,Monday,17:00,18:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"7, 10, 13"
BUSI3190/S1/06,Financial Markets: Theory & Computation,Seminar,20,Monday,17:00,18:00,1:00,TB-211+,Teaching Building Seminar Room 211 - Level 2,20,Qing Xia,"8, 11, 14"
BUSI1067/S1/13,Computers in Business,Seminar,19,Monday,17:00,18:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,David Edwards,11
BUSI1112/S1 - Autumn/02,Business Law,Seminar,20,Monday,17:00,18:00,1:00,PB-310+,Portland Building-Seminar Room 310 - Level 3,20,Ernest Southworth,11月14日
BUSI1067/S1/14,Computers in Business,Seminar,19,Monday,17:00,18:00,1:00,PB-203+,Portland Building-Seminar Room 203 - Level 2,20,David Edwards,12
,,,,,,,,,,,,
Tuesday,,,,,,,,,,,,
,,,,,,,,,,,,
Activity,Module,Name of Type,Size,Day,Start,End,Duration,Room,Room Description,Room Size,Staff,Weeks
BUSI1112/S1 - Autumn/10,Business Law,Seminar,20,Tuesday,9:00,10:00,1:00,TB-120+,Teaching Building Seminar Room 120 - Level 1,30,Michael Mooney,11月14日
BUSI2178/L2/01,Marketing Management,Lecture,200,Tuesday,9:00,10:30,1:30,Auditorium+,Auditorium,514,"Martin Liu,Sathyaprakash Balaji Makam","2, 4-13"
BUSI4528/L1/01,Quantitative Research Methods for Finance and Accounting,Lecture,86,Tuesday,9:00,11:00,2:00,TB-118+,Teaching Building Lecture Hall 118 - Level 1,108,"Paolo Bianchi,Ying Jiang","2, 4-11"
BUSI4366/L1/01,Principles of Taxation,Lecture,24,Tuesday,9:00,11:00,2:00,PB-201+,PB-203+-Seminar Room 201 - Level 2,30,Yuzhu Lu,"2, 4-12"
